Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
RST,Rosetta Stone,10.77,238496060.4,2009,Technology,Computer Software: Prepackaged Software
RDC,Rowan Companies plc,14.21,1792381007,n/a,Energy,Oil & Gas Production
RY,Royal Bank Of Canada,70.99,1.04719E+11,n/a,Finance,Commercial Banks
RY^S,Royal Bank Of Canada,25.57,0,n/a,n/a,n/a
RBS,Royal Bank Scotland plc (The),5.66,33459551811,n/a,Finance,Commercial Banks
RBS^F,Royal Bank Scotland plc (The),26.17,0,n/a,Finance,Commercial Banks
RBS^H,Royal Bank Scotland plc (The),25.73,0,n/a,Finance,Commercial Banks
RBS^L,Royal Bank Scotland plc (The),25.06,0,n/a,n/a,n/a
RBS^S,Royal Bank Scotland plc (The),25.49,0,n/a,n/a,n/a
RCL,Royal Caribbean Cruises Ltd.,94.36,20268890059,1993,Consumer Services,Marine Transportation
RDS.A,Royal Dutch Shell PLC,n/a,0,n/a,n/a,n/a
RDS.B,Royal Dutch Shell PLC,n/a,0,n/a,n/a,n/a
RGT,"Royce Global Value Trust, Inc.",8.89,92593092.69,2013,n/a,n/a
RMT,"Royce Micro-Cap Trust, Inc.",8.36,315843558.8,n/a,n/a,n/a
RVT,"Royce Value Trust, Inc.",13.99,1144269017,1986,n/a,n/a
RES,"RPC, Inc.",18.87,4109745211,n/a,Energy,Oilfield Services/Equipment
RPM,RPM International Inc.,49.94,6670657943,n/a,Basic Industries,Paints/Coatings
RSPP,"RSP Permian, Inc.",39.76,6306836484,2014,Energy,Oil & Gas Production
RT,"Ruby Tuesday, Inc.",2.41,145959562.9,n/a,Consumer Services,Restaurants
RTEC,"Rudolph Technologies, Inc.",21.05,657580255.4,1999,Capital Goods,Industrial Machinery/Components
R,"Ryder System, Inc.",73.6,3894933638,n/a,Consumer Services,Rental/Leasing Companies
RYI,Ryerson Holding Corporation,11.95,443727627.1,2014,Basic Industries,Metal Fabrications
RHP,"Ryman Hospitality Properties, Inc.",61.84,3159357241,n/a,Consumer Services,Real Estate Investment Trusts
SPGI,S&P Global Inc.,128.28,33168407891,n/a,Finance,Finance: Consumer Services
SBR,Sabine Royalty Trust,36.5,532146092.5,n/a,Energy,Oil & Gas Production
SB,"Safe Bulkers, Inc",2.43,241244847.5,2008,Transportation,Marine Transportation
SB^B,"Safe Bulkers, Inc",25.72,0,n/a,n/a,n/a
SB^C,"Safe Bulkers, Inc",19.86,0,n/a,n/a,n/a
SB^D,"Safe Bulkers, Inc",19.35,0,n/a,n/a,n/a
SFE,"Safeguard Scientifics, Inc.",12.3,250483202.4,n/a,Finance,Finance/Investors Services
CRM,Salesforce.com Inc,83.13,58814475000,2004,Technology,Computer Software: Prepackaged Software
SMM,Salient Midstream & MLP Fund,13.12,232518530.9,2012,n/a,n/a
SBH,"Sally Beauty Holdings, Inc.",19.8,2822612166,n/a,Consumer Services,Other Specialty Stores
SJT,San Juan Basin Royalty Trust,7.35,342574650.6,n/a,Energy,Oil & Gas Production
SN,Sanchez Energy Corporation,8.65,680307552.8,2011,Energy,Oil & Gas Production
SD,"SandRidge Energy, Inc.",18.77,673332043.1,2016,Energy,Oil & Gas Production
SDT,SandRidge Mississippian Trust I,1.51,42280000,2011,Energy,Oil & Gas Production
SDR,SandRidge Mississippian Trust II,1.47,73095750,2012,Energy,Oil & Gas Production
PER,SandRidge Permian Trust,3.25,170625000,2011,Energy,Oil & Gas Production
SNY,Sanofi,45.65,1.17962E+11,n/a,Health Care,Major Pharmaceuticals
SC,Santander Consumer USA Holdings Inc.,11.98,4301981940,2014,Finance,Finance: Consumer Services
SOV^C,"Santander Holdings USA, Inc.",26.208,0,n/a,n/a,n/a
SAP,SAP SE,96.18,1.15284E+11,n/a,Technology,Computer Software: Prepackaged Software
SAB,Saratoga Investment Corp,25.95,0,2016,n/a,n/a
SAR,Saratoga Investment Corp,21.04,120856852.9,n/a,n/a,n/a
SSL,Sasol Ltd.,30.47,19934329628,n/a,Energy,Oil & Gas Production
BFS,"Saul Centers, Inc.",62.86,1351490000,1993,Consumer Services,Real Estate Investment Trusts
BFS^C,"Saul Centers, Inc.",25.4932,0,n/a,n/a,n/a
SCG,Scana Corporation,65.8,9403933139,n/a,Public Utilities,Power Generation
SLB,Schlumberger N.V.,78.15,1.0895E+11,n/a,Energy,Oilfield Services/Equipment
SNDR,"Schneider National, Inc.",18.98,3293758642,2017,Transportation,Trucking Freight/Courier Services
SWM,"Schweitzer-Mauduit International, Inc.",41.18,1264044726,n/a,Basic Industries,Paper
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,70.1,3054507117,n/a,Technology,EDP Services
SALT,Scorpio Bulkers Inc.,8.5,640130631,2013,Transportation,Marine Transportation
SLTB,Scorpio Bulkers Inc.,24.51,0,2014,Transportation,Marine Transportation
SBBC,Scorpio Tankers Inc.,25.3,0,2017,Transportation,Marine Transportation
SBNA,Scorpio Tankers Inc.,24.15,0,2014,Transportation,Marine Transportation
SBNB,Scorpio Tankers Inc.,25.3,0,2014,Transportation,Marine Transportation
STNG,Scorpio Tankers Inc.,3.99,696772722.5,2010,Transportation,Marine Transportation
SMG,Scotts Miracle-Gro Company (The),93.44,5591653953,1992,Basic Industries,Agricultural Chemicals
LBF,"Scudder Global High Income Fund, Inc.",8.54,55361438.16,n/a,n/a,n/a
KMM,Scudder Multi-Market Income Trust,8.76,196164975.1,n/a,n/a,n/a
KTF,Scudder Municiple Income Trust,13.53,533040124.7,1988,n/a,n/a
KST,Scudder Strategic Income Trust,12.26,53432807.04,1994,n/a,n/a
KSM,Scudder Strategic Municiple Income Trust,12.63,141330811.4,1989,n/a,n/a
SA,"Seabridge Gold, Inc.",11.7,635565024.9,n/a,Basic Industries,Precious Metals
CKH,"SEACOR Holdings, Inc.",63.9,1112239949,n/a,Transportation,Marine Transportation
SDRL,Seadrill Limited,0.7521,379392543,n/a,Energy,Oil & Gas Production
SDLP,Seadrill Partners LLC,2.96,271791936,2012,Energy,Oil & Gas Production
SEE,Sealed Air Corporation,42.51,8303281054,n/a,Basic Industries,Major Chemicals
SSW,Seaspan Corporation,6.8,720077051.2,2005,Transportation,Marine Transportation
SSW^D,Seaspan Corporation,22.312,0,n/a,n/a,n/a
SSW^E,Seaspan Corporation,22.59,0,n/a,n/a,n/a
SSW^G,Seaspan Corporation,22.36,0,n/a,n/a,n/a
SSW^H,Seaspan Corporation,21.58,0,n/a,n/a,n/a
SSWN,Seaspan Corporation,24.99,0,2014,Transportation,Marine Transportation
SEAS,"SeaWorld Entertainment, Inc.",16.19,1438239880,2013,Consumer Services,Services-Misc. Amusement & Recreation
JBN,Select Asset Inc.,16.5154,0,n/a,Finance,Finance: Consumer Services
JBR,Select Asset Inc.,17,0,n/a,Finance,Finance: Consumer Services
SEM,Select Medical Holdings Corporation,13.2,1751845181,2009,Health Care,Hospital/Nursing Management
SGZA,"Selective Insurance Group, Inc.",25.31,0,n/a,Finance,Property-Casualty Insurers
SEMG,Semgroup Corporation,34.65,2290359733,n/a,Energy,Oilfield Services/Equipment
SMI,Semiconductor  Manufacturing International Corporation,5.96,5039191586,2004,Technology,Semiconductors
SRE,Sempra Energy,111.5,27942472664,n/a,Public Utilities,Natural Gas Distribution
ST,Sensata Technologies Holding N.V.,39.54,6756585829,2010,Capital Goods,Industrial Machinery/Components
SXT,Sensient Technologies Corporation,79.01,3501910533,n/a,Basic Industries,Major Chemicals
SQNS,Sequans Communications S.A.,3.16,237095046.5,2011,Technology,Semiconductors
SRG,Seritage Growth Properties,42.95,2401998636,2015,Finance,Real Estate
SCI,Service Corporation International,30.58,5760795411,n/a,Consumer Services,Other Consumer Services
SERV,"ServiceMaster Global Holdings, Inc.",40.03,5380202728,2014,Consumer Services,Other Consumer Services
NOW,"ServiceNow, Inc.",84.64,14219520000,2012,Technology,Computer Software: Prepackaged Software
SHAK,"Shake Shack, Inc.",32.92,1198540859,2015,Consumer Services,Restaurants
SJR,Shaw Communications Inc.,21.3,9986310957,n/a,Consumer Services,Television Services
SHLX,"Shell Midstream Partners, L.P.",32.3,5727353441,2014,Energy,Natural Gas Distribution
SHW,Sherwin-Williams Company (The),308.35,28719546632,n/a,Consumer Services,RETAIL: Building Materials
SHG,Shinhan Financial Group Co Ltd,40.39,19152921319,n/a,Finance,Major Banks
SFL,Ship Finance International Limited,13.85,1295038364,n/a,Transportation,Marine Transportation
SHOP,Shopify Inc.,70.63,5521446924,2015,Technology,Computer Software: Prepackaged Software
SSTK,"Shutterstock, Inc.",41.18,1421172493,2012,Technology,EDP Services
SBGL,Sibanye Gold Limited,10.56,2452571458,n/a,Basic Industries,Precious Metals
SIG,Signet Jewelers Limited,66.67,4553586001,n/a,Consumer Services,Consumer Specialties
SBY,Silver Bay Realty Trust Corp.,21.46,761209569.9,2012,Consumer Services,Real Estate Investment Trusts
SSNI,"Silver Spring Networks, Inc.",11.15,591419861,2013,Technology,Computer Communications Equipment
SLW,Silver Wheaton Corp,21.84,9642026219,n/a,Basic Industries,Precious Metals
SPG,"Simon Property Group, Inc.",173.84,54297429324,n/a,Consumer Services,Real Estate Investment Trusts
SPG^J,"Simon Property Group, Inc.",70.029,0,n/a,n/a,n/a
SSD,"Simpson Manufacturing Company, Inc.",40.82,1945157008,n/a,Capital Goods,Industrial Machinery/Components
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",58.7,6339600000,n/a,Basic Industries,Major Chemicals
SITE,"SiteOne Landscape Supply, Inc.",46.24,1830452802,2016,Consumer Non-Durables,Farming/Seeds/Milling
SIX,Six Flags Entertainment Corporation New,58.01,5307248233,n/a,Consumer Services,Services-Misc. Amusement & Recreation
SJW,SJW Group,48.71,998488169.9,n/a,Public Utilities,Water Supply
SKM,"SK Telecom Co., Ltd.",23.99,15260484206,n/a,Public Utilities,Telecommunications Equipment
SKX,"Skechers U.S.A., Inc.",24.97,3953165951,1999,Consumer Non-Durables,Shoe Manufacturing
SLG,SL Green Realty Corporation,107.85,10847522155,1997,Consumer Services,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation,25.8,0,n/a,n/a,n/a
SM,SM Energy Company,22.79,2535565399,n/a,Energy,Oil & Gas Production
SFS,Smart,12.05,881684317.2,2014,Consumer Services,Food Chains
SNN,"Smith & Nephew SNATS, Inc.",31.79,14364680328,n/a,Health Care,Industrial Specialties
AOS,Smith (A.O.) Corporation,49.56,8596426678,n/a,Consumer Durables,Consumer Electronics/Appliances
SNAP,Snap Inc.,20.19,23364135154,2017,Technology,"Computer Software: Programming, Data Processing"
SNA,Snap-On Incorporated,161.39,9355480697,n/a,Capital Goods,Industrial Machinery/Components
SQM,Sociedad Quimica y Minera S.A.,36.99,9735639423,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLRA,Solar Capital Ltd.,25.34,0,n/a,n/a,n/a
SAH,"Sonic Automotive, Inc.",18.85,846086491.3,1997,Consumer Durables,Automotive Aftermarket
SON,Sonoco Products Company,50.8,5048361963,n/a,Consumer Durables,Containers/Packaging
SNE,Sony Corp Ord,31.32,39568471531,n/a,Consumer Non-Durables,Consumer Electronics/Appliances
BID,Sotheby&#39;s,43.94,2346930398,1988,Miscellaneous,Business Services
SOR,"Source Capital, Inc.",37.35,322718603.9,n/a,n/a,n/a
SJI,"South Jersey Industries, Inc.",37.51,2982665866,n/a,Public Utilities,Oil/Gas Transmission
SXE,"Southcross Energy Partners, L.P.",4.28,334420068.4,2012,Public Utilities,Natural Gas Distribution
SCE^F,Southern California Edison Company,25.57,0,n/a,n/a,n/a
SCE^G,Southern California Edison Company,25.2,0,n/a,n/a,n/a
SCE^H,Southern California Edison Company,26.97,0,n/a,n/a,n/a
SCE^J,Southern California Edison Company,27.05,0,n/a,n/a,n/a
SCE^K,Southern California Edison Company,27.54,0,n/a,n/a,n/a
SO,Southern Company (The),49.42,49184034820,n/a,Public Utilities,Electric Utilities: Central
SOJA,Southern Company (The),26.28,0,2015,Public Utilities,Electric Utilities: Central
SOJB,Southern Company (The),24.47,0,2016,Public Utilities,Electric Utilities: Central
SCCO,Southern Copper Corporation,34.97,27032385921,n/a,Basic Industries,Precious Metals
LUV,Southwest Airlines Company,54.31,33414473198,n/a,Transportation,Air Freight/Delivery Services
SWX,"Southwest Gas Holdings, Inc.",83.84,3986325808,n/a,Public Utilities,Oil & Gas Production
SWN,Southwestern Energy Company,7.48,3724695681,n/a,Energy,Oil & Gas Production
SWNC,Southwestern Energy Company,18.4,0,2015,Energy,Oil & Gas Production
SPA,Sparton Corporation,20.81,204679564.4,n/a,Technology,Electrical Products
STN,SPDR MSCI Europe Energy UCITS ETF,26.2,2990518435,n/a,Consumer Services,Military/Government/Technical
SPE,Special Opportunities Fund Inc.,14.68,124905514,n/a,n/a,n/a
SPE^B,Special Opportunities Fund Inc.,25.6258,0,n/a,n/a,n/a
SEP,"Spectra Energy Partners, LP",44.13,13629473979,2007,Public Utilities,Natural Gas Distribution
SPB           ,"Spectrum Brands Holdings, Inc.",140.91,8288699752,n/a,Miscellaneous,Industrial Machinery/Components
TRK,"Speedway Motorsports, Inc.",19.04,782221043.5,1995,Consumer Services,Services-Misc. Amusement & Recreation
SR,Spire Inc.,68.85,3321571653,n/a,Public Utilities,Oil/Gas Transmission
SPR,"Spirit Aerosystems Holdings, Inc.",55.9,6659169841,2006,Capital Goods,Military/Government/Technical
SRC,"Spirit Realty Capital, Inc.",10.35,5009925118,2013,Consumer Services,Building operators
SRLP,Sprague Resources LP,27.1,580264549.6,2013,Energy,Oil Refining/Marketing
S,Sprint Corporation,8.28,33013743663,2013,Public Utilities,Telecommunications Equipment
SPXC,SPX Corporation,22.2,949872687.6,n/a,Technology,Industrial Machinery/Components
FLOW,"SPX FLOW, Inc.",33.62,1420954713,2015,Technology,Industrial Machinery/Components
SQ,"Square, Inc.",16.92,6212873006,2015,Technology,Computer Software: Prepackaged Software
JOE,St. Joe Company (The),16.95,1260110901,n/a,Consumer Services,Homebuilding
STAG,"Stag Industrial, Inc.",25.93,2131096723,2011,Consumer Services,Real Estate Investment Trusts
STAG^B,"Stag Industrial, Inc.",25.7082,0,n/a,n/a,n/a
STAG^C,"Stag Industrial, Inc.",26.3634,0,n/a,n/a,n/a
SSI,"Stage Stores, Inc.",2.5,67921485,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
SMP,"Standard Motor Products, Inc.",47.2,1077881431,n/a,Capital Goods,Auto Parts:O.E.M.
SXI,Standex International Corporation,90.1,1148690757,n/a,Technology,Industrial Machinery/Components
SWJ,"Stanley Black & Decker, Inc.",25.42,0,n/a,Capital Goods,Industrial Machinery/Components
SWK,"Stanley Black & Decker, Inc.",130.57,19928681440,n/a,Capital Goods,Industrial Machinery/Components
SGU,"Star Gas Partners, L.P.",9.04,505226001.3,n/a,Consumer Services,Other Specialty Stores
SRT,"StarTek, Inc.",8.73,138069926.1,1997,Technology,Professional Services
STWD,"STARWOOD PROPERTY TRUST, INC.",22.79,5409348755,2009,Consumer Services,Real Estate Investment Trusts
STT,State Street Corporation,77.3,29502127919,n/a,Finance,Major Banks
STT^C,State Street Corporation,25.37,0,n/a,n/a,n/a
STT^D,State Street Corporation,27.86,0,n/a,n/a,n/a
STT^E,State Street Corporation,26.57,0,n/a,n/a,n/a
STT^G,State Street Corporation,26.54,0,n/a,n/a,n/a
STO,Statoil ASA,16.9,54841335046,n/a,Energy,Integrated oil Companies
SPLP,Steel Partners Holdings LP,18.65,487753002.4,n/a,Capital Goods,Industrial Specialties
SPLP^A,Steel Partners Holdings LP,22.4,0,n/a,n/a,n/a
SCS,Steelcase Inc.,16.1,1888834676,1998,Consumer Durables,Office Equipment/Supplies/Services
SCM,Stellus Capital Investment Corporation,14.14,176466592,2012,n/a,n/a
SCQ,Stellus Capital Investment Corporation,25.756,0,2014,n/a,n/a
SCL,Stepan Company,75.4,1693142136,n/a,Basic Industries,Package Goods/Cosmetics
STE,STERIS plc,69.22,5879060322,n/a,Health Care,Industrial Specialties
STL,Sterling Bancorp,22.35,3030302914,n/a,Finance,Major Banks
STC,Stewart Information Services Corporation,44.14,1043518640,n/a,Finance,Specialty Insurers
SF,Stifel Financial Corporation,45.64,3110251444,n/a,Finance,Investment Bankers/Brokers/Service
SF^A,Stifel Financial Corporation,26.05,0,n/a,Finance,Investment Bankers/Brokers/Service
SWC,Stillwater Mining Company,17.23,2091536140,n/a,Basic Industries,Precious Metals
STM,STMicroelectronics N.V.,14.61,12906627493,n/a,Technology,Semiconductors
SGY,Stone Energy Corporation,20.26,405222934.3,1993,Energy,Oil & Gas Production
EDF,Stone Harbor Emerging Markets Income Fund,16.12,255401233.9,2010,n/a,n/a
EDI,Stone Harbor Emerging Markets Total Income Fund,15.8,151887833.2,2012,n/a,n/a
SGM,Stonegate Mortgage Corporation,7.97,206056555.3,2013,Finance,Finance: Consumer Services
STON,StoneMor Partners L.P.,7.89,298742983.4,2004,Consumer Services,Other Consumer Services
SRI,"Stoneridge, Inc.",17.17,479219215.7,1997,Capital Goods,Auto Parts:O.E.M.
STOR,STORE Capital Corporation,24.89,4265565565,2014,Consumer Services,Real Estate Investment Trusts
GJH,STRATS Trust,9.75,0,n/a,Finance,Finance: Consumer Services
GJO,STRATS Trust,21.7122,0,n/a,Finance,Finance: Consumer Services
GJS,STRATS Trust,18.6502,0,n/a,Finance,Finance: Consumer Services
SYK,Stryker Corporation,129.93,48472917147,n/a,Health Care,Medical/Dental Instruments
RGR,"Sturm, Ruger & Company, Inc.",56.85,1006245000,n/a,Capital Goods,Ordnance And Accessories
SPH,"Suburban Propane Partners, L.P.",25.75,1572242805,1996,Consumer Services,Other Specialty Stores
SMFG,Sumitomo Mitsui Financial Group Inc,6.95,47510571790,n/a,Finance,Commercial Banks
INN,"Summit Hotel Properties, Inc.",16.21,1520679098,2011,Consumer Services,Real Estate Investment Trusts
INN^B,"Summit Hotel Properties, Inc.",25.84,0,n/a,n/a,n/a
INN^C,"Summit Hotel Properties, Inc.",25.7,0,n/a,n/a,n/a
INN^D,"Summit Hotel Properties, Inc.",25.6,0,n/a,n/a,n/a
SUM,"Summit Materials, Inc.",24.66,2623128761,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMLP,"Summit Midstream Partners, LP",23.55,1698216900,2012,Public Utilities,Natural Gas Distribution
SUI,"Sun Communities, Inc.",82.02,6048071386,1993,Consumer Services,Real Estate Investment Trusts
SUI^A,"Sun Communities, Inc.",25.877,0,n/a,n/a,n/a
SLF,Sun Life Financial Inc.,35,21478213470,n/a,Finance,Life Insurance
SXCP,"SunCoke Energy Partners, L.P.",15.45,714035299.7,2013,Basic Industries,Steel/Iron Ore
SXC,"SunCoke Energy, Inc.",8.5,546601433.5,2011,Basic Industries,Steel/Iron Ore
SU,Suncor Energy  Inc.,30.53,50955034483,n/a,Energy,Integrated oil Companies
SXL,Sunoco Logistics Partners LP,23.8,7896952955,2002,Energy,Natural Gas Distribution
SUN,Sunoco LP,29.85,3431222367,2012,Energy,Oil Refining/Marketing
SHO,"Sunstone Hotel Investors, Inc.",15.14,3337119693,2004,Consumer Services,Hotels/Resorts
SHO^E,"Sunstone Hotel Investors, Inc.",25.7,0,n/a,n/a,n/a
SHO^F,"Sunstone Hotel Investors, Inc.",25.25,0,n/a,n/a,n/a
STI,"SunTrust Banks, Inc.",53.45,26266017902,n/a,Finance,Major Banks
STI.WS.A,"SunTrust Banks, Inc.",n/a,0,n/a,n/a,n/a
STI.WS.B,"SunTrust Banks, Inc.",n/a,0,n/a,n/a,n/a
STI^A,"SunTrust Banks, Inc.",24.82,0,n/a,n/a,n/a
STI^E,"SunTrust Banks, Inc.",25.76,0,n/a,n/a,n/a
SPN,"Superior Energy Services, Inc.",13.63,2083090837,n/a,Energy,Oilfield Services/Equipment
SUP,"Superior Industries International, Inc.",23.2,577642300,n/a,Capital Goods,Auto Parts:O.E.M.
SVU,SuperValu Inc.,3.91,1046546420,n/a,Consumer Non-Durables,Food Distributors
SLD,Sutherland Asset Management Corporation,14.35,438379355.4,2013,Consumer Services,Real Estate Investment Trusts
SWFT,Swift Transportation Company,22.1,2940723107,2010,Transportation,Trucking Freight/Courier Services
SWZ,"Swiss Helvetia Fund, Inc. (The)",11.51,323736302.8,n/a,n/a,n/a
SYF,Synchrony Financial,32.37,26245752833,2014,Finance,Finance: Consumer Services
SYT,Syngenta AG,92.13,42481369179,n/a,Basic Industries,Agricultural Chemicals
SNX,Synnex Corporation,105.66,4217366176,2003,Technology,Retail: Computer Software & Peripheral Equipment
SNV,Synovus Financial Corp.,39.11,4785099387,n/a,Finance,Major Banks
SNV^C,Synovus Financial Corp.,27.47,0,n/a,n/a,n/a
GJP,"Synthetic Fixed-Income Securities, Inc.",21.934,0,n/a,n/a,n/a
GJR,"Synthetic Fixed-Income Securities, Inc.",21,0,n/a,n/a,n/a
GJT,"Synthetic Fixed-Income Securities, Inc.",18.99,0,n/a,Finance,Finance: Consumer Services
GJV,"Synthetic Fixed-Income Securities, Inc.",26.3,0,n/a,Finance,Finance: Consumer Services
SYY,Sysco Corporation,51.9,28037006329,n/a,Consumer Non-Durables,Food Distributors
SYX,Systemax Inc.,11.68,431506340.5,n/a,Consumer Services,Catalog/Specialty Distribution
DATA,"Tableau Software, Inc.",50.6,3949418651,2013,Technology,Computer Software: Prepackaged Software
TAHO,"Tahoe Resources, Inc.",9.02,2811861390,n/a,Basic Industries,Precious Metals
TLRD,"Tailored Brands, Inc.",12.2,595161140,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
TWN,"Taiwan Fund, Inc. (The)",18.5,152150105,1986,n/a,n/a
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,31.83,1.6507E+11,1997,Technology,Semiconductors
TAL,TAL Education Group,106.24,8592985060,n/a,Consumer Services,Other Consumer Services
TEGP,"Tallgrass Energy GP, LP",28.49,4479466746,2015,Public Utilities,Natural Gas Distribution
TEP,"Tallgrass Energy Partners, LP",51.95,3747623024,2013,Public Utilities,Natural Gas Distribution
SKT,"Tanger Factory Outlet Centers, Inc.",32.6,3144469414,1993,Consumer Services,Real Estate Investment Trusts
NGLS^A,Targa Resources Partners LP,27.75,0,n/a,n/a,n/a
TRGP,"Targa Resources, Inc.",58.44,11456437578,2010,Public Utilities,Natural Gas Distribution
TGT,Target Corporation,53.39,29507336456,n/a,Consumer Services,Department/Specialty Retail Stores
TARO,Taro Pharmaceutical Industries Ltd.,117.29,4812663688,n/a,Health Care,Major Pharmaceuticals
TTM,Tata Motors Ltd,34.72,23579604038,n/a,Capital Goods,Auto Manufacturing
TCO,"Taubman Centers, Inc.",65.85,3984880023,1992,Consumer Services,Real Estate Investment Trusts
TCO^J,"Taubman Centers, Inc.",25.63,0,n/a,n/a,n/a
TCO^K,"Taubman Centers, Inc.",25.3,0,n/a,n/a,n/a
TMHC,Taylor Morrison Home Corporation,21.39,2555455920,2013,Capital Goods,Homebuilding
TCP,"TC PipeLines, LP",58.71,4128768538,n/a,Public Utilities,Natural Gas Distribution
TCB,TCF Financial Corporation,16.18,2763720152,n/a,Finance,Major Banks
TCB.WS,TCF Financial Corporation,n/a,0,n/a,n/a,n/a
TCB^B,TCF Financial Corporation,25.49,0,n/a,n/a,n/a
TCB^C,TCF Financial Corporation,25.74,0,n/a,n/a,n/a
TSI,"TCW Strategic Income Fund, Inc.",5.4,257509567.8,n/a,n/a,n/a
TEL,TE Connectivity Ltd.,71.93,25599252865,n/a,Consumer Non-Durables,Electronic Components
TISI,"Team, Inc.",25.75,767371552.8,n/a,Consumer Services,Other Consumer Services
FTI,TechnipFMC plc,32.52,7688092809,n/a,Energy,Metal Fabrications
TECK,Teck Resources Ltd,22,12494037094,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TK,Teekay Corporation,9.32,798215733.8,n/a,Transportation,Marine Transportation
TGP,Teekay LNG Partners L.P.,16.9,1344766800,2005,Consumer Services,Marine Transportation
TGP^A,Teekay LNG Partners L.P.,25.1675,0,n/a,n/a,n/a
TOO,Teekay Offshore Partners L.P.,5.47,794053923,2006,Consumer Services,Marine Transportation
TOO^A,Teekay Offshore Partners L.P.,20.45,0,n/a,n/a,n/a
TOO^B,Teekay Offshore Partners L.P.,22.5,0,n/a,n/a,n/a
TNK,Teekay Tankers Ltd.,2.02,315726000,2007,Consumer Services,Marine Transportation
GCI,TEGNA Inc.,8.02,911152095.7,2015,Consumer Services,Newspapers/Magazines
TGNA,TEGNA Inc.,25.21,5414573523,n/a,Consumer Services,Broadcasting
TRC,Tejon Ranch Co,22.39,466630885.6,n/a,Finance,Real Estate
HQH,Tekla Healthcare Investors,24.38,971674237.5,1987,n/a,n/a
THQ,Tekla Healthcare Opportunies Fund,17.35,755004178.9,2014,n/a,n/a
HQL,Tekla Life Sciences Investors,19.58,414510303.5,1992,n/a,n/a
THW,Tekla World Healthcare Fund,14.28,440611913.3,2015,n/a,n/a
TDOC,"Teladoc, Inc.",24.7,1342678020,2015,Health Care,Medical/Nursing Services
TEO,Telecom Argentina Stet - France Telecom S.A.,22.32,4394276672,n/a,Public Utilities,Telecommunications Equipment
TI,Telecom Italia S.P.A.,8.49,18025046224,n/a,Consumer Services,Telecommunications Equipment
TI.A,Telecom Italia S.P.A.,n/a,0,n/a,n/a,n/a
TDY,Teledyne Technologies Incorporated,121.96,4295802324,n/a,Capital Goods,Industrial Machinery/Components
TFX,Teleflex Incorporated,195.18,8775513939,n/a,Health Care,Medical/Dental Instruments
VIV,Telefonica Brasil S.A.,14.39,24300312704,n/a,Public Utilities,Telecommunications Equipment
TEF,Telefonica SA,10.84,54609806092,1988,Public Utilities,Telecommunications Equipment
TDA,"Telephone and Data Systems, Inc.",24.9144,0,n/a,Public Utilities,Telecommunications Equipment
TDE,"Telephone and Data Systems, Inc.",25.81,0,n/a,Public Utilities,Telecommunications Equipment
TDI,"Telephone and Data Systems, Inc.",26.0089,0,n/a,Public Utilities,Telecommunications Equipment
TDJ,"Telephone and Data Systems, Inc.",25.38,0,n/a,Public Utilities,Telecommunications Equipment
TDS,"Telephone and Data Systems, Inc.",26.28,2895136200,n/a,Public Utilities,Telecommunications Equipment
TU,TELUS Corporation,33.35,19697429593,n/a,Public Utilities,Telecommunications Equipment
TDF,"Templeton Dragon Fund, Inc.",18.92,650238019.2,n/a,n/a,n/a
EMF,Templeton Emerging Markets Fund,14.08,253573196.8,1987,n/a,n/a
TEI,"Templeton Emerging Markets Income Fund, Inc.",11.35,544782044.3,1993,n/a,n/a
GIM,"Templeton Global Income Fund, Inc.",6.69,897424417,1988,n/a,n/a
TPX,"Tempur Sealy International, Inc.",41.11,2215233645,2003,Consumer Durables,Home Furnishings
TS,Tenaris S.A.,32.5,19183723488,n/a,Basic Industries,Steel/Iron Ore
THC,Tenet Healthcare Corporation,17.48,1753890690,n/a,Health Care,Hospital/Nursing Management
TNC,Tennant Company,70.2,1243937120,n/a,Technology,Industrial Machinery/Components
TEN,Tenneco Inc.,57.61,3128909250,n/a,Capital Goods,Auto Parts:O.E.M.
TVC,Tennessee Valley Authority,25.31,0,n/a,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,25,0,n/a,Public Utilities,Electric Utilities: Central
TDC,Teradata Corporation,30.44,3984218209,n/a,Technology,Computer Manufacturing
TER,"Teradyne, Inc.",30.99,6203611700,n/a,Capital Goods,Electrical Products
TEX,Terex Corporation,31.06,3215112817,n/a,Capital Goods,Construction/Ag Equipment/Trucks
TX,Ternium S.A.,24.9,4888061157,n/a,Basic Industries,Steel/Iron Ore
TNH,"Terra Nitrogen Company, L.P.",93.6,1731747514,n/a,Basic Industries,Agricultural Chemicals
TRNO,Terreno Realty Corporation,29.39,1407635931,2010,Finance,Real Estate
